brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,hp,liters
GMC,Yukon Denali,2018,76000,Gasoline,A/T,Black,Black,0,1,44500.0,420.0,6.2
Honda,Accord EX-L,2014,62000,Gasoline,CVT Transmission,Gray,Black,1,1,18987.0,185.0,2.4
Maserati,Ghibli S Q4,2017,53500,Gasoline,8-Speed A/T,Gray,Black,0,1,28700.0,404.0,3.0
Hyundai,Kona EV SEL,2022,9400,Gasoline,1-Speed A/T,Red,Black,0,1,31999.0,201.0,2.4
BMW,435 i,2014,86500,Gasoline,A/T,Silver,Black,0,1,20900.0,300.0,3.0
Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,A/T,Black,Black,1,1,9900.0,335.0,4.7
GMC,Sierra 1500 SLE,2014,100080,E85 Flex Fuel,6-Speed A/T,White,Gray,0,1,22989.0,285.0,4.3
Dodge,Challenger SRT Demon,2018,2620,Gasoline,8-Speed A/T,Black,Black,0,0,99175.0,808.0,6.2
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,8-Speed A/T,Black,Black,0,1,74995.0,389.0,3.0
Dodge,Durango R/T,2020,78000,Gasoline,8-Speed A/T,Black,Red,1,1,29500.0,360.0,5.7
Ferrari,488 Spider Base,2019,9005,Gasoline,7-Speed Automatic with Auto-Shift,White,–,0,0,99175.0,660.0,3.9
Ford,Bronco Sport Big Bend,2022,16700,Gasoline,8-Speed A/T,Blue,Black,0,1,31000.0,181.0,1.5
Honda,Civic LX,2015,51300,Gasoline,5-Speed M/T,Black,Black,0,1,17500.0,143.0,1.8
Ford,Shelby GT350 Base,2018,8237,Gasoline,6-Speed M/T,Gray,Black,0,1,62900.0,526.0,5.2
Volkswagen,Jetta S,2010,99000,Gasoline,A/T,Gray,Black,1,1,6000.0,170.0,2.5
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,6-Speed Automatic,Jet Black Mica,Black,0,1,26288.0,184.0,2.5
Jeep,Wrangler Rubicon,2009,130000,Gasoline,6-Speed M/T,Black,Gray,0,1,15500.0,202.0,3.8
Ford,F-250 XLT,2016,94300,E85 Flex Fuel,6-Speed A/T,Silver,Gray,1,1,28999.0,385.0,6.2
Tesla,Model Y Performance,2022,24115,Gasoline,A/T,Gray,White,0,1,46500.0,455.0,3.5
BMW,528 i,2016,82000,Gasoline,8-Speed A/T,Silver,Black,1,1,16995.0,240.0,2.0
Kia,Rio S,2021,67686,Gasoline,A/T,Silver,Black,0,1,15700.0,120.0,1.6
Tesla,Model S 85,2014,96800,Gasoline,A/T,Blue,Black,0,1,28450.0,362.0,3.5
Jeep,Wrangler Sport,1997,131000,Gasoline,5-Speed M/T,Green,Gray,1,1,5500.0,181.0,4.0
Tesla,Model 3 Standard Range,2020,23097,Gasoline,A/T,Black,Black,0,1,29900.0,271.0,3.5
Ferrari,GTC4Lusso T,2018,31000,Gasoline,A/T,White,Red,0,1,99175.0,602.0,3.9
BMW,X5 M50i,2021,28898,Gasoline,A/T,Black,Orange,0,1,71000.0,523.0,4.4
Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,6-Speed M/T,Gray,Black,0,1,35619.0,181.0,2.0
Ford,F-250 XLT,2014,59459,Diesel,6-Speed A/T,Black,Silver,1,1,40999.0,400.0,6.7
Jeep,Wrangler Sahara,2012,78000,Gasoline,5-Speed A/T,Beige,Black,1,1,22000.0,285.0,3.6
RAM,1500 Laramie,2021,24213,Gasoline,8-Speed A/T,White,Black,0,1,46500.0,395.0,5.7
RAM,1500 Laramie,2020,21165,Gasoline,8-Speed Automatic,Bright White Clearcoat,Black,0,0,46105.0,395.0,5.7
GMC,Yukon Denali,2016,107750,Gasoline,8-Speed A/T,Black,Black,0,1,35500.0,420.0,6.2
Ford,F-150 Lariat,2016,117000,Gasoline,A/T,White,Black,0,1,26500.0,365.0,3.5
Chevrolet,Corvette Base,2006,39132,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,0,1,35000.0,400.0,6.0
BMW,Z4 2.5i,2004,94500,Gasoline,5-Speed M/T,Gray,Black,0,1,9000.0,184.0,2.5
Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,A/T,Red,Beige,1,1,21495.0,148.0,2.0
Lexus,GX 470 Base,2004,215000,Gasoline,5-Speed A/T,White,Beige,1,1,7350.0,235.0,4.7
RAM,1500 Laramie,2022,16616,Gasoline,8-Speed Automatic,Diamond Black,Black,0,0,45999.0,395.0,5.7
Ford,F-150 XLT,2022,33818,Gasoline,Automatic,Agate Black Metallic,Black,0,1,46552.0,375.0,5.0
Jeep,Wagoneer Series III,2022,9099,Gasoline,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,0,1,68362.0,285.0,5.7
Volkswagen,GTI Base,2008,95798,Gasoline,6-Speed M/T,White,Black,0,1,9850.0,200.0,2.0
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,Gasoline,7-Speed A/T,Black,White,0,1,51700.0,577.0,5.5
Mazda,Mazda6 iSport VE,2008,106000,Gasoline,5-Speed A/T,Black,Beige,0,1,4300.0,156.0,2.3
Kia,Telluride EX X-Line,2023,10400,Gasoline,8-Speed A/T,Green,Green,0,1,48000.0,291.0,3.8
Chevrolet,Tahoe LT,2022,2894,Gasoline,10-Speed A/T,Blue,Beige,0,1,63900.0,355.0,5.3
Dodge,Durango GT,2022,15592,Gasoline,8-Speed Automatic,DB Black Clearcoat,Black,0,1,39985.0,295.0,3.6
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,9-Speed A/T,Silver,Black,0,1,57999.0,469.0,4.0
BMW,320 i xDrive,2016,185000,Gasoline,8-Speed A/T,Black,Beige,1,1,7500.0,180.0,2.0
Porsche,Macan GTS,2023,6483,Gasoline,7-Speed Automatic with Auto-Shift,Chalk,Black,0,0,96900.0,364.5,2.9
Honda,Pilot EX-L,2020,28886,Gasoline,6-Speed Automatic,Gray,Gray,0,0,35645.0,280.0,3.5
Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,0,0,49998.0,362.0,2.0
Chevrolet,Camaro 2SS,2017,62000,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,0,1,34500.0,455.0,6.2
Jaguar,XF 35t Prestige,2017,101453,Gasoline,A/T,White,Beige,1,1,18500.0,340.0,3.0
RAM,3500 Laramie,2013,106385,Diesel,6-Speed A/T,White,Black,1,1,42900.0,385.0,6.7
BMW,335 is,2012,86629,Gasoline,7-Speed A/T,White,Red,0,1,20995.0,320.0,3.0
Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,7-Speed A/T,White,Black,0,1,49999.0,450.0,4.0
Chrysler,300 S,2014,121500,Gasoline,5-Speed A/T,Blue,Black,0,1,15999.0,363.0,5.7
GMC,Sierra 1500 AT4,2022,100,Diesel,10-Speed A/T,White,Black,0,1,62499.0,277.0,3.0
Chrysler,200 C,2015,170000,E85 Flex Fuel,9-Speed A/T,Silver,Black,1,1,5995.0,295.0,3.6
Ford,F-150 XLT SuperCab,2010,232000,Gasoline,A/T,Blue,Gray,0,1,3000.0,292.0,4.6
MINI,Cooper S Base,2006,95000,Gasoline,6-Speed M/T,Gray,–,0,1,12500.0,168.0,1.6
Toyota,Venza XLE,2013,103466,Gasoline,A/T,White,Gray,1,1,14200.0,268.0,3.5
Toyota,Camry Hybrid Base,2011,133121,Hybrid,A/T,White,White,1,1,7900.0,147.0,2.4
Chevrolet,Tahoe LT,2012,162731,E85 Flex Fuel,A/T,Brown,Gray,0,1,14500.0,320.0,5.3
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,7-Speed A/T,Silver,Black,0,0,37500.0,577.0,5.5
Ford,Shelby GT500 Base,2021,568,Gasoline,7-Speed A/T,Orange,Black,0,1,90788.0,760.0,5.2
Lexus,RX 300 4WD,1999,249083,Gasoline,A/T,Red,Beige,1,1,3500.0,220.0,3.0
Porsche,Macan S,2015,80300,Gasoline,7-Speed A/T,Gray,Beige,0,1,23999.0,340.0,3.0
Ford,F-150 XLT SuperCab,2004,187000,Gasoline,A/T,Beige,Beige,0,1,6299.0,300.0,5.4
Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,A/T,Black,Black,0,1,6500.0,169.0,2.5
GMC,Sierra 2500 AT4,2022,22600,Diesel,Automatic,Ebony Twilight Metallic,Jet Black,0,0,76740.0,445.0,6.6
BMW,X5 xDrive40i,2020,37000,Gasoline,8-Speed A/T,Black,Black,1,1,50000.0,335.0,3.0
Porsche,Taycan Base,2022,9728,Gasoline,A/T,White,Beige,0,1,89000.0,375.0,3.45
Lexus,GX 470 Base,2006,152000,Gasoline,A/T,Blue,Gray,1,1,13995.0,263.0,4.7
Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,4-Speed A/T,Blue,Gray,1,1,30500.0,380.0,5.4
Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,6-Speed M/T,Silver,Black,1,1,17599.0,178.0,1.8
GMC,Acadia Denali,2021,47907,Gasoline,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,0,1,38436.0,288.0,3.6
Mercedes-Benz,Metris Base,2016,17340,Gasoline,A/T,White,Black,0,1,29000.0,208.0,2.0
Cadillac,DeVille Base,1994,85000,Gasoline,A/T,White,Blue,0,1,7900.0,401.5,4.2
Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,6-Speed A/T,White,Beige,0,1,8999.0,310.0,5.4
Chevrolet,Monte Carlo SS,2000,74000,Gasoline,4-Speed A/T,Red,–,0,1,4700.0,200.0,3.8
RAM,1500 Big Horn,2015,140500,Gasoline,8-Speed A/T,Red,Gray,1,1,14000.0,395.0,5.7
Jeep,Commander Base,2006,212500,Gasoline,A/T,Black,Gray,0,1,6500.0,210.0,3.7
Lexus,IS-F Base,2010,77400,Gasoline,8-Speed A/T,White,Red,1,1,34500.0,416.0,5.0
Ford,Utility Police Interceptor Base,2017,118000,Gasoline,6-Speed A/T,Black,Black,0,1,15000.0,365.0,3.5
Porsche,Carrera GT Base,2005,4400,Gasoline,6-Speed M/T,Gray,Black,0,1,99175.0,605.0,5.7
Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,8-Speed A/T,White,Beige,0,1,24500.0,420.0,6.2
Tesla,Model Y Performance,2020,39000,Gasoline,1-Speed A/T,Silver,Black,0,1,43000.0,455.0,3.5
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,A/T,Red,Gray,0,1,7200.0,295.0,5.3
Ford,F-150 Lariat,2021,33080,Gasoline,10-Speed A/T,White,Black,0,1,47850.0,325.0,2.7
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,Automatic,Midnight Black,Classic Red,0,0,46479.0,362.0,2.0
Jeep,Wrangler Sport,2016,41000,Gasoline,5-Speed A/T,White,Black,0,1,25000.0,285.0,3.6
Nissan,350Z Touring,2004,110897,Gasoline,6-Speed M/T,Black,Orange,1,1,11500.0,287.0,3.5
Chevrolet,Corvette Z06,2016,49000,Gasoline,7-Speed M/T,Orange,–,0,1,75000.0,650.0,6.2
Pontiac,Solstice GXP,2007,47000,Gasoline,5-Speed M/T,Black,Black,0,1,13300.0,260.0,2.0
Hyundai,Sonata SE,2018,57690,Gasoline,A/T,Gray,Gray,1,1,15900.0,185.0,2.4
Mercedes-Benz,SLS AMG Base,2012,17941,Gasoline,7-Speed Automatic with Auto-Shift,Iridium Silver Metallic,Red,0,1,99175.0,362.0,6.2
Lincoln,Navigator Reserve,2018,54000,Gasoline,10-Speed A/T,Brown,Orange,1,1,46500.0,450.0,3.5
Nissan,Maxima SL,2007,101600,Gasoline,A/T,Silver,Black,0,1,6700.0,255.0,3.5
Ford,Ranger XLT,2021,89000,Gasoline,10-Speed A/T,Black,Black,0,1,34000.0,270.0,2.3
Tesla,Model 3 Long Range,2021,18000,Gasoline,A/T,Black,Black,0,1,42500.0,271.0,3.5
Jaguar,XE 35t Premium,2017,55000,Gasoline,A/T,Gray,Black,0,1,25000.0,340.0,3.0
Lincoln,MKZ Reserve,2017,71964,Gasoline,6-Speed A/T,Blue,Black,0,1,18750.0,240.0,2.0
Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,A/T,Black,Black,0,1,50000.0,420.0,6.2
Ford,Fusion SE,2012,160000,E85 Flex Fuel,A/T,Gray,Black,0,1,4500.0,240.0,3.0
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,7-Speed A/T,White,Beige,0,1,12000.0,302.0,3.5
Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,5-Speed A/T,White,–,1,1,17000.0,285.0,3.6
Cadillac,DeVille Base,1994,47000,Gasoline,A/T,White,Blue,0,1,5990.0,401.5,4.2
Jeep,Wrangler Sport,2010,149460,Gasoline,4-Speed A/T,Black,Black,0,1,10700.0,202.0,3.8
Jeep,Wrangler Sport,2011,109646,Gasoline,4-Speed Automatic,Mango Tango Pearlcoat,Black,0,0,16998.0,243.5,3.8
Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,Automatic,White,Parchment,0,0,27698.0,279.5,3.5
Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,A/T,Gray,Black,0,1,17000.0,147.0,1.4
Chevrolet,Camaro Z28,2002,48000,Gasoline,A/T,White,Black,0,1,21999.0,310.0,5.7
Chevrolet,Corvette Z06,2016,41500,Gasoline,7-Speed M/T,White,Black,0,1,66000.0,650.0,6.2
Porsche,Cayman R,2012,54000,Gasoline,7-Speed A/T,Black,Gray,0,1,75000.0,330.0,3.4
Porsche,Cayenne Base,2018,70455,Gasoline,8-Speed A/T,White,Black,0,1,45855.0,300.0,3.6
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,CVT Transmission,Gray,Black,0,1,21499.0,152.0,2.0
BMW,750 Li,2007,114528,Gasoline,A/T,Black,Black,0,1,9000.0,360.0,4.8
Jeep,Wrangler Sahara,2013,111850,Gasoline,A/T,Red,Black,1,1,26500.0,285.0,3.6
GMC,Sierra 2500 AT4,2020,52673,Diesel,6-Speed A/T,Black,Beige,0,1,69500.0,445.0,6.6
BMW,X3 M AWD,2021,31500,Gasoline,8-Speed A/T,Black,Black,0,1,54500.0,473.0,3.0
BMW,335 i,2011,73000,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,0,1,16000.0,300.0,3.0
Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,8-Speed A/T,Gray,Black,0,1,35900.0,285.0,3.6
Toyota,Corolla S Plus,2016,68364,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,16000.0,132.0,1.8
Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,8-Speed A/T,Black,Beige,1,1,29000.0,340.0,3.0
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,9-Speed A/T,Gray,Black,1,1,62000.0,362.0,3.0
Ford,Fusion Hybrid Base,2012,158366,Hybrid,A/T,Gray,Black,1,1,8250.0,191.0,2.5
BMW,X1 xDrive 28i,2017,49700,Gasoline,8-Speed A/T,Blue,Black,0,1,26000.0,228.0,2.0
GMC,Terrain SLE,2010,81500,Gasoline,A/T,Brown,Gray,0,1,12250.0,182.0,2.4
BMW,i3 120Ah w/Range Extender,2019,16975,Gasoline,A/T,Black,Black,0,1,26990.0,170.0,0.65
Porsche,911 GT3,2018,5989,Gasoline,"Manual, 6-Spd",GT SILVER,BLACK,0,0,99175.0,475.0,4.0
Ford,Mustang SVT Cobra,2003,16100,Gasoline,M/T,Red,Beige,0,1,35500.0,390.0,4.6
Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,A/T,White,White,0,1,67500.0,518.0,5.0
RAM,2500 Big Horn,2016,89500,Gasoline,A/T,Black,Gray,0,1,35000.0,410.0,6.4
Ford,E250 Cargo,2013,87501,E85 Flex Fuel,4-Speed A/T,White,Gray,1,1,17777.0,225.0,4.6
MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,8-Speed A/T,Blue,Black,0,1,28900.0,189.0,2.0
RAM,1500 Classic Tradesman,2019,12466,Gasoline,8-Speed A/T,Gray,Gray,0,1,28995.0,395.0,5.7
Volvo,C70 T5,2011,199000,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,1,1,5500.0,227.0,2.5
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,5-Speed A/T,Black,Brown,1,1,22999.0,510.0,5.5
Toyota,Camry Hybrid XLE,2018,22000,Hybrid,A/T,White,Beige,0,1,29500.0,208.0,2.5
GMC,Acadia SLE-2,2016,100795,Gasoline,6-Speed Automatic,White Frost Tri-Coat,Ebony,1,1,12995.0,281.0,3.6
Chevrolet,Impala 1LT,2019,99941,Gasoline,6-Speed Automatic,Silver Ice Metallic,Jet Black,0,1,17816.0,305.0,3.6
Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,8-Speed Automatic,Metallic,Global Black,0,0,38633.0,285.0,3.6
Jeep,Liberty Sport,2003,103000,Gasoline,A/T,Black,Gray,0,1,5200.0,210.0,3.7
Jaguar,XF Luxury,2009,91491,Gasoline,6-Speed A/T,Blue,Beige,0,1,7000.0,300.0,4.2
Honda,Civic Sport,2020,23131,Gasoline,Automatic CVT,Crystal Black Pearl,Black,1,0,23739.0,158.0,2.0
Subaru,Outback 2.5i Premium,2019,77000,Gasoline,CVT Transmission,Gray,Gray,1,1,18749.0,175.0,2.5
Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,A/T,White,White,0,1,76000.0,380.0,3.0
Tesla,Model Y Long Range,2022,500,Gasoline,A/T,White,Black,0,1,45900.0,425.0,3.5
Lexus,ES 350 Base,2019,49810,Gasoline,8-Speed A/T,Gray,Black,1,1,33900.0,302.0,3.5
Honda,CR-V Touring,2022,20229,Gasoline,Automatic CVT,Black,Black,0,0,36727.0,200.5,1.5
Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,8-Speed A/T,White,Black,0,1,75000.0,505.0,2.9
BMW,330 i,2005,59300,Gasoline,M/T,Red,Black,0,1,30900.0,225.0,3.0
Maybach,Type 57 Base,2004,34254,Gasoline,5-Speed A/T,Brown,–,0,1,64250.0,543.0,5.5
Lexus,ES 250 Base,2021,24364,Gasoline,Automatic,Eminent White Pearl,Chateau,0,0,37998.0,301.0,2.5
Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,A/T,White,Black,1,1,22000.0,161.0,2.1
Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,7-Speed A/T,Black,Beige,0,1,13999.0,302.0,3.5
Dodge,Dakota Sport,1997,285000,Gasoline,4-Speed A/T,White,Gray,0,1,6399.0,230.0,5.2
RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,8-Speed Automatic,Bright White Clearcoat,Black,1,0,25307.0,395.0,3.6
Mazda,CX-9 Touring,2016,127131,Gasoline,A/T,Brown,–,1,1,16770.0,227.0,2.5
Porsche,911 Turbo S,2019,31000,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,99175.0,580.0,3.8
BMW,X3 xDrive30i,2021,27000,Gasoline,8-Speed A/T,Black,Brown,0,1,38400.0,248.0,2.0
Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,A/T,White,Black,0,1,18900.0,290.0,3.6
BMW,X7 xDrive40i,2021,9200,Hybrid,8-Speed A/T,White,Brown,1,1,71200.0,335.0,3.0
Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,7-Speed A/T,Brown,Beige,1,1,32999.0,429.0,4.7
Bentley,Continental GT W12,2016,61160,Gasoline,A/T,Black,Black,1,1,98000.0,582.0,6.0
Jeep,Wrangler Unlimited,2005,146000,Gasoline,A/T,Red,Black,1,1,15900.0,190.0,4.0
Tesla,Model S 100D,2017,38957,Gasoline,1-Speed A/T,Silver,Beige,0,1,46750.0,518.0,3.5
Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,6-Speed A/T,Blue,Beige,0,1,16500.0,170.0,1.8
Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,1,0,39860.0,285.0,2.0
Kia,Sorento SXL,2017,108559,Gasoline,6-Speed Automatic,Titanium Silver,Satin Black,0,0,15998.0,290.0,3.3
Lexus,LS 430 Base,2006,192000,Gasoline,6-Speed A/T,Silver,Gray,1,1,7390.0,278.0,4.3
Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,7-Speed A/T,Black,Black,0,1,15500.0,302.0,3.5
Tesla,Model X 75D,2016,52000,Gasoline,A/T,Black,Beige,0,1,52000.0,518.0,3.5
RAM,1500 Rebel,2020,57300,Gasoline,8-Speed A/T,Black,Black,0,1,43500.0,395.0,5.7
MINI,Cooper Base,2008,104500,Gasoline,6-Speed A/T,Red,Black,1,1,4100.0,118.0,1.6
Jeep,Cherokee Sport,1996,170552,Gasoline,4-Speed A/T,Black,Gray,1,1,6500.0,190.0,4.0
Ford,Mustang GT Premium,2013,18000,Gasoline,6-Speed A/T,Silver,Black,0,1,29000.0,412.0,5.0
Lincoln,Navigator Reserve,2019,39000,Gasoline,10-Speed A/T,Black,Black,0,1,51999.0,450.0,3.5
Jeep,Gladiator Rubicon,2020,38000,Gasoline,8-Speed A/T,Black,Black,0,1,45000.0,285.0,3.6
Porsche,Cayman GT4,2016,15168,Gasoline,6-Speed M/T,White,Black,0,1,99175.0,385.0,3.8
Honda,Civic EX,2012,167506,Gasoline,A/T,Black,–,0,1,6500.0,140.0,1.8
Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,A/T,White,Gray,1,1,13000.0,290.0,3.6
Ford,Shelby GT500 Base,2021,19200,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,82950.0,760.0,5.2
Land,Rover Defender SE,2022,46000,Hybrid,8-Speed A/T,Green,Beige,0,1,75000.0,395.0,3.0
Hummer,H3 Base,2007,201000,Gasoline,A/T,White,Black,1,1,7200.0,242.0,3.7
Kia,Sportage LX,2014,87000,Gasoline,A/T,Black,Black,1,1,8900.0,182.0,2.4
GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,6-Speed A/T,White,Beige,0,1,24950.0,355.0,5.3
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,8-Speed A/T,White,Black,0,1,36500.0,285.0,3.6
Ford,Bronco XLT,1995,195000,Gasoline,A/T,Blue,Gray,0,1,15000.0,325.0,3.5
Tesla,Model S Long Range Plus,2021,10550,Gasoline,A/T,Gray,Black,0,1,67800.0,557.0,3.5
Audi,A6 3.0T Prestige,2014,89500,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,18000.0,310.0,3.0
Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,8-Speed A/T,Red,Black,0,1,37500.0,285.0,3.6
Jeep,Wrangler Sport,2010,87250,Gasoline,6-Speed M/T,Blue,Black,0,1,18500.0,202.0,3.8
Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,A/T,White,Black,1,1,13000.0,200.0,2.0
Cadillac,SRX Luxury Collection,2016,70503,Gasoline,6-Speed A/T,Silver,Beige,0,1,15500.0,308.0,3.6
Porsche,Cayenne Turbo,2009,41965,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,1,1,35000.0,500.0,4.8
Toyota,4Runner 4WD,1999,267000,Gasoline,5-Speed M/T,Silver,Beige,1,1,8000.0,150.0,2.7
Mitsubishi,Eclipse GT,2003,146000,Gasoline,4-Speed A/T,Gray,Black,1,1,4200.0,200.0,3.0
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,8-Speed A/T,White,White,0,1,82500.0,490.0,6.2
Toyota,GR86 Premium,2022,1050,Gasoline,6-Speed A/T,Gray,Black,0,1,40000.0,228.0,2.4
Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,8-Speed Automatic,Gray,Ebony,0,0,89900.0,380.0,5.0
Ford,Mustang GT Premium,2012,19900,Gasoline,6-Speed A/T,White,Black,0,1,26500.0,412.0,5.0
Tesla,Model Y Long Range,2020,19800,Gasoline,1-Speed A/T,White,White,0,1,44990.0,425.0,3.5
RAM,1500 Sport,2012,113500,Gasoline,A/T,Black,Black,0,1,17900.0,390.0,5.7
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,6-Speed A/T,Black,Black,0,1,99175.0,550.0,5.2
INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,Transmission w/Dual Shift Mode,Red,Black,0,1,54000.0,400.0,3.0
Volkswagen,e-Golf SE,2016,41615,Gasoline,1-Speed A/T,Blue,Gray,0,1,12000.0,115.0,2.0
Tesla,Model X Long Range,2022,11860,Gasoline,A/T,White,White,0,1,92500.0,670.0,3.5
BMW,M5 Base,2015,27000,Gasoline,7-Speed A/T,Black,Black,0,1,52500.0,560.0,4.4
Kia,K5 GT-Line,2022,22101,Gasoline,8-Speed Automatic,Glacial White Pearl,Black,1,1,29430.0,201.0,1.6
Chevrolet,Caprice Classic Base,1996,60000,Gasoline,A/T,Purple,Gray,0,0,18500.0,260.0,5.7
Subaru,BRZ Limited,2013,46452,Gasoline,6-Speed M/T,Gray,Black,0,1,22888.0,200.0,2.0
Lincoln,MKZ Reserve I,2019,36000,Gasoline,6-Speed A/T,White,Beige,0,1,26500.0,245.0,2.0
Chevrolet,Corvette Grand Sport,2019,13100,Gasoline,7-Speed M/T,Silver,Red,0,1,61950.0,460.0,6.2
Audi,Q5 2.0T Premium Plus,2019,50000,Gasoline,7-Speed A/T,White,Beige,1,1,27000.0,248.0,2.0
Mazda,CX-9 Signature,2018,19500,Gasoline,Transmission w/Dual Shift Mode,White,Brown,0,1,32250.0,227.0,2.5
Ford,Mustang GT,2016,36000,Gasoline,6-Speed M/T,Orange,Black,1,1,31000.0,435.0,5.0
Rolls-Royce,Wraith Base,2016,21000,Gasoline,A/T,Brown,Black,0,0,99175.0,624.0,6.6
Chevrolet,Camaro 1SS,2022,6640,Gasoline,A/T,Orange,Black,0,1,51999.0,455.0,6.2
BMW,X5 xDrive35i,2016,74850,Gasoline,A/T,White,Brown,1,1,21900.0,300.0,3.0
Nissan,Maxima SV,2014,117000,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,10900.0,290.0,3.5
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,6-Speed A/T,Black,Black,0,0,39900.0,381.0,5.7
INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,9-Speed A/T,Gold,Brown,0,1,57999.0,295.0,3.5
Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,6-Speed M/T,Silver,Black,0,1,37999.0,286.0,2.0
BMW,X3 xDrive30i,2021,15000,Gasoline,Transmission w/Dual Shift Mode,White,Brown,0,1,39995.0,248.0,2.0
Toyota,Tundra SR5,2016,119000,Gasoline,6-Speed A/T,Red,Black,0,1,29950.0,381.0,5.7
Lincoln,Mark LT Base,2006,87500,Gasoline,A/T,Silver,Black,1,1,12999.0,300.0,5.4
Ford,Flex SEL,2011,149000,Gasoline,6-Speed A/T,Black,Beige,0,1,7999.0,262.0,3.5
Audi,Q5 2.0T Premium Plus,2015,54700,E85 Flex Fuel,8-Speed A/T,Gray,Brown,1,1,20995.0,220.0,2.0
Ford,F-150 XL,2021,45979,Gasoline,10-Speed Automatic,Agate Black Metallic,Black,0,1,38532.0,385.0,3.5
Lincoln,Continental Reserve,2017,56846,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,29000.0,335.0,2.7
Tesla,Model X 75D,2017,94100,Gasoline,A/T,Black,Orange,1,1,49900.0,518.0,3.5
Jeep,Grand Cherokee Limited,2017,80150,Gasoline,8-Speed A/T,Blue,Black,1,1,22500.0,293.0,3.6
